ID,Channel_name,Group,Status,Channel_link,Admin,Rate,Confidence_rate,Signal_rate,Signals,Workspace,Instrument,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
2040616386,Охотники за ликвидностью,,@hunter_ctac/@mercy_albert/,50,50,50,,,,,,,,,
,,,,,,,,,,,,,,,
