ID,Channel_name,Group,Status,Channel_link,Admin,Rate,Confidence_rate,Signal_rate,Signals,Workspace,Instrument,Tendency,Leverage,Margin_type,Entrance_point,Stop_loss,Take_profit
2032483155,Bot Testing channel,1,economy,,50,50,50,,,,LONG/SHORT,Плечо -,,Вход -,Стоп -,Цели -
,,,,,,,DEF,DEF,DEF,,DEF,DEF,DEF,DEF,DEF,DEF
