ID,Channel_name,Signals_amountfull,Signals_amount_month,Signals_amount_week,Signals_amount_day,Last_signal
1561913115,CryptoLab,0,0,0,0,False
1610165996,TRADING BOT - [VIP],0,0,0,0,False
1869173929,Trade Indicator 🚀,0,0,0,0,False
1344723295,Litvinoff,0,0,0,0,False
1684427213,ITLES | Уроки программирования,0,0,0,0,False
2032483155,Bot Testing channel,29,8,3,0,2024-01-20 17:58
2039724212,Bot testing channel 2,106,0,0,0,2023-12-24 08:46
2058219687,Bot news testing channel,0,0,0,0,False
